$Tacheo; Xlocal (m); Ylocal (m); Zlocal (m); Hz (rad); V (rad); di (m); False T_GNSS (s)
$Tacheo;1091.4190;2003.0233;3021.0023;1.537738;1.345097;93.8554;44653.263
$Tacheo;1091.1606;2003.2693;3021.0045;1.534949;1.344477;93.6124;44653.357
$Tacheo;1090.9078;2003.5003;3021.0068;1.532312;1.343867;93.3751;44653.450
$GNSS;46.78027835;6.66228367;519.623;44653.500;2540712.408;1181306.041;469.856
$Tacheo;1090.7743;2003.7240;3021.0096;1.529794;1.343537;93.2544;44653.549
$Tacheo;1090.3669;2003.9181;3021.0130;1.527466;1.342534;92.8666;44653.646
$Tacheo;1089.9425;2004.0443;3021.0107;1.525861;1.341534;92.4586;44653.753
$Tacheo;1089.6360;2004.2122;3021.0063;1.523839;1.340844;92.1669;44653.859
$Tacheo;1089.3177;2004.3669;3021.0015;1.521943;1.340125;91.8635;44653.965
$GNSS;46.78028628;6.66226271;519.686;44654.000;2540710.816;1181306.938;469.919
$Tacheo;1088.9859;2004.5124;3020.9963;1.520131;1.339370;91.5467;44654.058
$Tacheo;1088.6543;2004.6469;3020.9915;1.518428;1.338606;91.2300;44654.152
$Tacheo;1088.1350;2004.8290;3020.9833;1.516060;1.337404;90.7330;44654.258
$Tacheo;1087.7642;2004.9363;3020.9744;1.514611;1.336567;90.3766;44654.366
$Tacheo;1087.3761;2005.0395;3020.9695;1.513184;1.335636;90.0043;44654.473
$GNSS;46.78029145;6.66223724;519.666;44654.500;2540708.877;1181307.532;469.899
$Tacheo;1086.9735;2005.1280;3020.9637;1.511904;1.334667;89.6171;44654.549
$Tacheo;1086.5829;2005.2025;3020.9618;1.510782;1.333678;89.2419;44654.657
$Tacheo;1086.1770;2005.2652;3020.9600;1.509775;1.332636;88.8513;44654.763
$Tacheo;1085.5553;2005.3420;3020.9581;1.508438;1.331011;88.2526;44654.870
$Tacheo;1085.1395;2005.3808;3020.9560;1.507681;1.329919;87.8513;44654.974
$GNSS;46.78029401;6.66220752;519.631;44655.000;2540706.610;1181307.839;469.864
$Tacheo;1084.7143;2005.4073;3020.9546;1.507053;1.328781;87.4406;44655.061
$Tacheo;1084.2789;2005.4253;3020.9536;1.506512;1.327599;87.0196;44655.166
$Tacheo;1083.6262;2005.4342;3020.9535;1.505906;1.325786;86.3881;44655.274
$Tacheo;1083.2061;2005.4280;3020.9504;1.505653;1.324637;85.9803;44655.381
$Tacheo;1082.7713;2005.4156;3020.9536;1.505461;1.323362;85.5595;44655.487
$GNSS;46.78029385;6.66217502;519.622;44655.500;2540704.128;1181307.846;469.855
$Tacheo;1082.5638;2005.4082;3020.9559;1.505386;1.322741;85.3589;44655.550
$Tacheo;1081.9436;2005.3802;3020.9599;1.505233;1.320897;84.7583;44655.660
$Tacheo;1081.3422;2005.3517;3020.9657;1.505099;1.319061;84.1765;44655.766
$Tacheo;1080.9473;2005.3303;3020.9672;1.505042;1.317868;83.7940;44655.873
$Tacheo;1080.5493;2005.3086;3020.9644;1.504986;1.316705;83.4074;44655.979
$GNSS;46.78029224;6.66214445;519.646;44656.000;2540701.792;1181307.690;469.879
$Tacheo;1079.9687;2005.2733;3020.9646;1.504950;1.314938;82.8445;44656.054
$Tacheo;1079.5986;2005.2462;3020.9648;1.504983;1.313797;82.4856;44656.155
$Tacheo;1079.2260;2005.2144;3020.9615;1.505074;1.312678;82.1232;44656.250
$Tacheo;1078.6893;2005.1639;3020.9577;1.505267;1.311038;81.6013;44656.358
$Tacheo;1078.3574;2005.1318;3020.9531;1.505397;1.310039;81.2780;44656.464
$GNSS;46.78029085;6.66211665;519.652;44656.500;2540699.667;1181307.557;469.885
$Tacheo;1078.1903;2005.1171;3020.9471;1.505446;1.309577;81.1145;44656.548
$Tacheo;1077.5299;2005.0555;3020.9441;1.505682;1.307486;80.4733;44656.657
$Tacheo;1077.2182;2005.0289;3020.9596;1.505762;1.306283;80.1754;44656.764
$Tacheo;1076.9319;2005.0052;3020.9811;1.505828;1.305084;79.9038;44656.871
$Tacheo;1076.5396;2004.9806;3021.0051;1.505816;1.303495;79.5309;44656.975
$GNSS;46.78028903;6.66209324;519.636;44657.000;2540697.877;1181307.372;469.869
$Tacheo;1076.3084;2004.9675;3021.0089;1.505791;1.302677;79.3086;44657.053
$Tacheo;1076.1989;2004.9619;3021.0084;1.505771;1.302317;79.2027;44657.146
$Tacheo;1075.8245;2004.9464;3021.0046;1.505654;1.301103;78.8406;44657.254
$Tacheo;1075.6719;2004.9417;3021.0054;1.505585;1.300576;78.6937;44657.360
$Tacheo;1075.5390;2004.9369;3021.0076;1.505534;1.300097;78.5662;44657.468
$GNSS;46.78028903;6.66207868;519.705;44657.500;2540696.766;1181307.383;469.938
$Tacheo;1075.3719;2004.9393;3021.0058;1.505358;1.299552;78.4052;44657.547
$Tacheo;1075.2799;2004.9249;3021.0039;1.505468;1.299257;78.3153;44657.654
$Tacheo;1075.1621;2004.9170;3020.9972;1.505471;1.298935;78.1998;44657.760
$Tacheo;1075.0945;2004.9132;3020.9922;1.505463;1.298764;78.1332;44657.866
$Tacheo;1075.0064;2004.9089;3020.9846;1.505443;1.298554;78.0462;44657.971
$GNSS;46.78028882;6.66207534;519.728;44658.000;2540696.510;1181307.362;469.961
$Tacheo;1074.9519;2004.9075;3020.9757;1.505414;1.298476;77.9914;44658.048
$Tacheo;1074.9003;2004.9081;3020.9631;1.505362;1.298455;77.9384;44658.155
$Tacheo;1074.8247;2004.9108;3020.9388;1.505260;1.298495;77.8594;44658.261
$Tacheo;1074.7735;2004.9127;3020.9233;1.505190;1.298511;77.8061;44658.368
$Tacheo;1074.7197;2004.9117;3020.9121;1.505156;1.298464;77.7513;44658.475
$GNSS;46.78028879;6.66207361;519.601;44658.500;2540696.378;1181307.360;469.834
$Tacheo;1074.6597;2004.9125;3020.9045;1.505093;1.298351;77.6917;44658.543
$Tacheo;1074.5934;2004.9097;3020.8999;1.505071;1.298178;77.6265;44658.644
$Tacheo;1074.5223;2004.9069;3020.8959;1.505046;1.297981;77.5570;44658.738
$Tacheo;1074.4049;2004.8988;3020.8924;1.505051;1.297614;77.4427;44658.845
$Tacheo;1074.2786;2004.8848;3020.8883;1.505127;1.297223;77.3193;44658.952
$GNSS;46.78028868;6.66206881;519.560;44659.000;2540696.011;1181307.352;469.793
$Tacheo;1074.1453;2004.8627;3020.8861;1.505307;1.296779;77.1893;44659.047
$Tacheo;1074.0547;2004.8433;3020.8859;1.505488;1.296460;77.1010;44659.154
$Tacheo;1073.9620;2004.8195;3020.8850;1.505727;1.296141;77.0102;44659.264
$Tacheo;1073.8179;2004.7881;3020.8836;1.506024;1.295643;76.8694;44659.370
$Tacheo;1073.7142;2004.7633;3020.8780;1.506268;1.295342;76.7668;44659.477
$GNSS;46.78028737;6.66206102;519.512;44659.500;2540695.415;1181307.212;469.745
$Tacheo;1073.6635;2004.7518;3020.8737;1.506379;1.295214;76.7162;44659.545
$Tacheo;1073.4997;2004.7133;3020.8577;1.506757;1.294825;76.5522;44659.636
$Tacheo;1073.3877;2004.6758;3020.8483;1.507168;1.294536;76.4398;44659.742
$Tacheo;1073.2672;2004.6333;3020.8403;1.507642;1.294198;76.3193;44659.850
$Tacheo;1073.0185;2004.5350;3020.8329;1.508769;1.293378;76.0726;44659.957
$GNSS;46.78028525;6.66205182;519.531;44660.000;2540694.710;1181306.983;469.764
$Tacheo;1072.9496;2004.5113;3020.8333;1.509034;1.293120;76.0051;44660.042
$Tacheo;1072.6629;2004.3860;3020.8389;1.510508;1.291985;75.7242;44660.151
$Tacheo;1072.5041;2004.3119;3020.8419;1.511395;1.291353;75.5684;44660.259
$Tacheo;1072.3383;2004.2341;3020.8444;1.512331;1.290699;75.4055;44660.364
$Tacheo;1072.0725;2004.1063;3020.8450;1.513883;1.289688;75.1436;44660.471
$GNSS;46.78028103;6.66204021;519.494;44660.500;2540693.819;1181306.523;469.727
$Tacheo;1071.8829;2004.0131;3020.8463;1.515026;1.288951;74.9571;44660.550
$Tacheo;1071.5784;2003.8366;3020.8534;1.517247;1.287691;74.6578;44660.657
$Tacheo;1071.3675;2003.7080;3020.8607;1.518886;1.286781;74.4511;44660.766
$Tacheo;1071.0270;2003.5803;3020.8775;1.520432;1.285254;74.1232;44660.871
$Tacheo;1070.8034;2003.4601;3020.8931;1.521966;1.284177;73.9076;44660.977
$GNSS;46.78027520;6.66202314;519.517;44661.000;2540692.509;1181305.888;469.750
$Tacheo;1070.5660;2003.3350;3020.9091;1.523571;1.283036;73.6790;44661.055
$Tacheo;1070.3277;2003.2088;3020.9226;1.525201;1.281917;73.4490;44661.162
$Tacheo;1069.8300;2002.9499;3020.9599;1.528577;1.279442;72.9722;44661.280
$Tacheo;1069.5690;2002.8245;3020.9806;1.530218;1.278118;72.7235;44661.386
$Tacheo;1069.3089;2002.7058;3021.0005;1.531776;1.276802;72.4759;44661.492
$GNSS;46.78026755;6.66200287;519.643;44661.500;2540690.953;1181305.053;469.876
$Tacheo;1069.0394;2002.5892;3021.0211;1.533311;1.275430;72.2199;44661.547
$Tacheo;1068.9010;2002.5327;3021.0327;1.534055;1.274709;72.0890;44661.639
$Tacheo;1068.4883;2002.3706;3021.0594;1.536197;1.272651;71.6969;44661.743
$Tacheo;1068.2040;2002.2684;3021.0787;1.537549;1.271210;71.4277;44661.836
$Tacheo;1067.9203;2002.1736;3021.0980;1.538805;1.269762;71.1596;44661.941
$Tacheo;1067.3433;2002.0069;3021.1380;1.541004;1.266777;70.6160;44662.051
$GNSS;46.78026200;6.66198005;519.815;44662.000;2540689.204;1181304.453;470.048
$Tacheo;1067.1973;2001.9702;3021.1468;1.541485;1.266034;70.4784;44662.049
$Tacheo;1066.8977;2001.9021;3021.1646;1.542371;1.264503;70.1962;44662.146
$Tacheo;1066.4580;2001.8183;3021.1913;1.543443;1.262229;69.7831;44662.256
$Tacheo;1066.1614;2001.7758;3021.2026;1.543962;1.260773;69.5030;44662.362
$Tacheo;1065.7182;2001.7286;3021.2309;1.544499;1.258421;69.0887;44662.469
$GNSS;46.78025908;6.66195668;519.944;44662.500;2540687.416;1181304.146;470.176
$Tacheo;1065.5696;2001.7179;3021.2394;1.544602;1.257641;68.9497;44662.549
$Tacheo;1065.2721;2001.7033;3021.2595;1.544707;1.256027;68.6727;44662.657
$Tacheo;1064.6883;2001.7033;3021.2757;1.544472;1.253148;68.1230;44662.767
$Tacheo;1064.4001;2001.7175;3021.2799;1.544134;1.251764;67.8510;44662.873
$Tacheo;1064.1085;2001.7436;3021.2876;1.543605;1.250307;67.5774;44662.978
$GNSS;46.78025935;6.66193361;520.019;44663.000;2540685.655;1181304.194;470.251
$Tacheo;1063.8179;2001.7806;3021.2960;1.542902;1.248833;67.3054;44663.047
$Tacheo;1063.5277;2001.8268;3021.3058;1.542049;1.247332;67.0346;44663.157
$Tacheo;1063.2387;2001.8838;3021.3164;1.541017;1.245813;66.7657;44663.264
$Tacheo;1062.8100;2001.9853;3021.3391;1.539199;1.243443;66.3700;44663.369
$Tacheo;1062.3890;2002.1102;3021.3483;1.536986;1.241279;65.9785;44663.472
$GNSS;46.78026281;6.66191149;520.060;44663.500;2540683.969;1181304.595;470.292
$Tacheo;1062.2512;2002.1546;3021.3513;1.536198;1.240567;65.8506;44663.554
$Tacheo;1061.8359;2002.3024;3021.3715;1.533579;1.238246;65.4697;44663.662
$Tacheo;1061.5609;2002.4144;3021.3904;1.531596;1.236618;65.2203;44663.753
$Tacheo;1061.1467;2002.6021;3021.4249;1.528267;1.234061;64.8480;44663.860
$Tacheo;1060.8722;2002.7393;3021.4468;1.525826;1.232369;64.6022;44663.971
$GNSS;46.78026900;6.66189057;520.081;44664.000;2540682.379;1181305.299;470.313
$Tacheo;1060.5999;2002.8768;3021.4616;1.523360;1.230782;64.3566;44664.040
$Tacheo;1060.3289;2003.0334;3021.4811;1.520557;1.229126;64.1152;44664.136
$Tacheo;1059.9169;2003.2882;3021.5123;1.515972;1.226573;63.7508;44664.245
$Tacheo;1059.5108;2003.5619;3021.5453;1.511014;1.224008;63.3952;44664.350
$Tacheo;1059.2412;2003.7591;3021.5649;1.507427;1.222333;63.1603;44664.454
$GNSS;46.78027827;6.66186959;520.234;44664.500;2540680.787;1181306.346;470.466
$Tacheo;1059.1084;2003.8604;3021.5717;1.505578;1.221549;63.0442;44664.541
$Tacheo;1058.8392;2004.0807;3021.5845;1.501553;1.219975;62.8101;44664.636
$Tacheo;1058.4469;2004.4132;3021.5914;1.495432;1.217850;62.4677;44664.742
$Tacheo;1058.1539;2004.9628;3021.5934;1.485663;1.216443;62.2358;44664.852
$Tacheo;1057.7649;2005.2644;3021.5902;1.479913;1.214467;61.8962;44664.961
$GNSS;46.78029121;6.66184927;520.388;44665.000;2540679.249;1181307.799;470.620
$Tacheo;1057.3738;2005.5757;3021.5876;1.473919;1.212465;61.5578;44665.053
$Tacheo;1056.9990;2005.8298;3021.5875;1.468871;1.210476;61.2322;44665.157
$Tacheo;1056.6075;2006.2652;3021.5968;1.460567;1.208346;60.9145;44665.269
$Tacheo;1056.3464;2006.5700;3021.6075;1.454721;1.206866;60.7079;44665.377
$Tacheo;1056.0906;2006.8719;3021.6150;1.448890;1.205468;60.5068;44665.482
$GNSS;46.78030636;6.66182861;520.307;44665.500;2540677.688;1181309.499;470.539
$Tacheo;1055.8383;2007.1803;3021.6243;1.442908;1.204069;60.3122;44665.553
$Tacheo;1055.5813;2007.5074;3021.6383;1.436538;1.202586;60.1193;44665.659
$Tacheo;1055.2059;2007.9971;3021.6565;1.426938;1.200474;59.8425;44665.765
$Tacheo;1054.9620;2008.3369;3021.6681;1.420259;1.199132;59.6683;44665.889
$Tacheo;1054.7269;2008.6745;3021.6780;1.413599;1.197875;59.5036;44665.994
$GNSS;46.78032421;6.66180893;520.327;44666.000;2540676.205;1181311.498;470.559
$Tacheo;1054.3809;2009.2000;3021.6876;1.403206;1.196147;59.2684;44666.049
$Tacheo;1054.1612;2009.5578;3021.6879;1.396125;1.195179;59.1237;44666.156
$Tacheo;1053.8466;2010.0959;3021.6811;1.385454;1.193960;58.9229;44666.262
$Tacheo;1053.6520;2010.4546;3021.6782;1.378348;1.193230;58.8068;44666.381
$Tacheo;1053.4623;2010.8252;3021.6749;1.371015;1.192567;58.6997;44666.487
$GNSS;46.78034397;6.66179212;520.417;44666.500;2540674.943;1181313.708;470.649
$Tacheo;1053.2841;2011.1937;3021.6723;1.363732;1.191978;58.6058;44666.544
$Tacheo;1053.1123;2011.5713;3021.6702;1.356283;1.191450;58.5223;44666.635
$Tacheo;1052.9526;2011.9409;3021.6654;1.349005;1.191045;58.4500;44666.741
$Tacheo;1052.6554;2012.7010;3021.6537;1.334108;1.190490;58.3373;44666.852
$Tacheo;1052.5195;2013.0862;3021.6453;1.326601;1.190367;58.2967;44666.973
$GNSS;46.78036419;6.66178076;520.364;44667.000;2540674.098;1181315.964;470.596
$Tacheo;1052.3347;2013.6585;3021.6301;1.315507;1.190369;58.2562;44667.052
$Tacheo;1052.2247;2014.0419;3021.6209;1.308134;1.190463;58.2452;44667.163
$Tacheo;1052.0779;2014.6333;3021.6095;1.296870;1.190742;58.2551;44667.267
$Tacheo;1051.9979;2015.0125;3021.6012;1.289727;1.191046;58.2771;44667.376
$Tacheo;1051.7996;2015.8261;3021.5916;1.274279;1.191464;58.3122;44667.484
$GNSS;46.78038484;6.66177330;520.252;44667.500;2540673.551;1181318.265;470.484
$Tacheo;1051.7839;2016.0612;3021.5835;1.270046;1.191937;58.3595;44667.553
$Tacheo;1051.7937;2016.3815;3021.5728;1.264469;1.192771;58.4532;44667.672
$Tacheo;1051.7572;2016.7765;3021.5667;1.257343;1.193409;58.5306;44667.779
$Tacheo;1051.7270;2017.3535;3021.5576;1.247113;1.194508;58.6686;44667.885
$Tacheo;1051.6470;2018.1355;3021.5417;1.233103;1.195873;58.8286;44667.994
$GNSS;46.78040580;6.66177154;520.214;44668.000;2540673.440;1181320.596;470.446
$Tacheo;1051.7212;2018.3315;3021.5297;1.230181;1.196902;58.9501;44668.049
$Tacheo;1051.7351;2018.7201;3021.5161;1.223608;1.198008;59.0793;44668.146
$Tacheo;1051.7619;2019.1099;3021.5026;1.217130;1.199197;59.2225;44668.253
$Tacheo;1051.7984;2019.4933;3021.4872;1.210860;1.200468;59.3736;44668.360
$Tacheo;1051.8721;2020.0680;3021.4628;1.201656;1.202511;59.6201;44668.467
$GNSS;46.78042632;6.66177402;520.111;44668.500;2540673.652;1181322.876;470.343
$Tacheo;1051.9012;2020.2628;3021.4539;1.198583;1.203240;59.7081;44668.540
$Tacheo;1051.9697;2020.6572;3021.4365;1.192460;1.204760;59.8963;44668.634
$Tacheo;1052.0902;2021.2233;3021.4144;1.183898;1.207025;60.1903;44668.739
$Tacheo;1052.1846;2021.5974;3021.3990;1.178394;1.208614;60.3993;44668.847
$Tacheo;1052.3947;2022.3493;3021.3657;1.167608;1.211951;60.8414;44668.953
$GNSS;46.78044654;6.66178124;520.042;44669.000;2540674.225;1181325.118;470.274
$Tacheo;1052.4539;2022.5363;3021.3589;1.165002;1.212793;60.9589;44669.043
$Tacheo;1052.5756;2022.8922;3021.3495;1.160137;1.214386;61.1927;44669.150
$Tacheo;1052.8349;2023.5862;3021.3304;1.150929;1.217602;61.6711;44669.258
$Tacheo;1052.9722;2023.9224;3021.3205;1.146611;1.219221;61.9145;44669.363
$Tacheo;1053.1923;2024.4061;3021.3074;1.140625;1.221634;62.2864;44669.470
$GNSS;46.78046535;6.66179222;519.953;44669.500;2540675.085;1181327.200;470.185
$Tacheo;1053.3441;2024.7174;3021.2994;1.136890;1.223223;62.5358;44669.545
$Tacheo;1053.4228;2024.8702;3021.2975;1.135099;1.223989;62.6628;44669.637
$Tacheo;1053.7449;2025.4598;3021.2865;1.128396;1.227071;63.1693;44669.745
$Tacheo;1053.9168;2025.7432;3021.2803;1.125342;1.228633;63.4280;44669.852
$Tacheo;1054.0918;2026.0100;3021.2758;1.122587;1.230139;63.6839;44669.958
$GNSS;46.78048050;6.66180499;519.914;44670.000;2540676.077;1181328.875;470.146
$Tacheo;1054.3589;2026.4029;3021.2655;1.118642;1.232437;64.0685;44670.045
$Tacheo;1054.5401;2026.6545;3021.2567;1.116218;1.233975;64.3232;44670.150
$Tacheo;1054.8157;2027.0153;3021.2488;1.112894;1.236166;64.7043;44670.255
$Tacheo;1054.9998;2027.2426;3021.2453;1.110899;1.237560;64.9543;44670.372
$Tacheo;1055.1828;2027.4630;3021.2429;1.109012;1.238909;65.2011;44670.478
$GNSS;46.78049284;6.66181952;519.914;44670.500;2540677.200;1181330.236;470.146
$Tacheo;1055.4574;2027.7772;3021.2439;1.106450;1.240814;65.5665;44670.552
$Tacheo;1055.6430;2027.9779;3021.2457;1.104903;1.242047;65.8092;44670.660
$Tacheo;1055.8264;2028.1685;3021.2484;1.103497;1.243229;66.0463;44670.766
$Tacheo;1056.1019;2028.4430;3021.2536;1.101573;1.244947;66.3982;44670.870
$Tacheo;1056.3798;2028.7089;3021.2553;1.099812;1.246689;66.7477;44670.978
$GNSS;46.78050271;6.66183362;519.903;44671.000;2540678.287;1181331.322;470.135
$Tacheo;1056.4471;2028.8421;3021.2560;1.098421;1.247252;66.8622;44671.059
$Tacheo;1056.8347;2029.1301;3021.2572;1.097167;1.249485;67.3143;44671.166
$Tacheo;1057.0143;2029.2944;3021.2575;1.096164;1.250578;67.5372;44671.274
$Tacheo;1057.2760;2029.5372;3021.2542;1.094669;1.252220;67.8626;44671.380
$Tacheo;1057.3317;2029.6768;3021.2521;1.093142;1.252772;67.9698;44671.490
$GNSS;46.78051103;6.66184740;519.909;44671.500;2540679.349;1181332.237;470.141
$Tacheo;1057.5158;2029.8084;3021.2532;1.092644;1.253785;68.1830;44671.547
$Tacheo;1057.7779;2030.0185;3021.2511;1.091631;1.255313;68.4954;44671.658
$Tacheo;1058.0393;2030.2216;3021.2523;1.090719;1.256764;68.8054;44671.763
$Tacheo;1058.2042;2030.3631;3021.2559;1.089967;1.257663;69.0079;44671.871
$Tacheo;1058.3678;2030.5025;3021.2615;1.089239;1.258518;69.2090;44671.977
$GNSS;46.78051925;6.66185966;519.948;44672.000;2540680.294;1181333.141;470.180
$Tacheo;1058.4505;2030.5696;3021.2678;1.088919;1.258895;69.3103;44672.049
$Tacheo;1058.7731;2030.8378;3021.2904;1.087591;1.260392;69.7077;44672.158
$Tacheo;1058.9389;2030.9727;3021.3060;1.086954;1.261095;69.9120;44672.265
$Tacheo;1059.1000;2031.1041;3021.3214;1.086334;1.261771;70.1108;44672.371
$Tacheo;1059.3452;2031.3063;3021.3431;1.085369;1.262821;70.4139;44672.478
$GNSS;46.78052603;6.66187199;519.969;44672.500;2540681.243;1181333.885;470.201
$Tacheo;1059.5043;2031.4498;3021.3548;1.084586;1.263556;70.6154;44672.553
$Tacheo;1059.7373;2031.6858;3021.3733;1.083111;1.264656;70.9226;44672.658
$Tacheo;1059.8858;2031.8510;3021.3838;1.081985;1.265399;71.1248;44672.764
$Tacheo;1060.0342;2032.0317;3021.3900;1.080664;1.266227;71.3326;44672.872
$Tacheo;1060.2493;2032.3182;3021.3961;1.078448;1.267505;71.6444;44672.974
$GNSS;46.78053443;6.66188344;520.099;44673.000;2540682.127;1181334.810;470.331
$Tacheo;1060.3892;2032.5243;3021.3980;1.076765;1.268398;71.8557;44673.050
$Tacheo;1060.5233;2032.7334;3021.4003;1.075014;1.269265;72.0639;44673.156
$Tacheo;1060.7218;2033.0761;3021.3990;1.072019;1.270669;72.3863;44673.263
$Tacheo;1060.8515;2033.3110;3021.3979;1.069940;1.271606;72.6023;44673.369
$Tacheo;1061.0418;2033.6777;3021.3972;1.066637;1.273003;72.9303;44673.475
$GNSS;46.78054748;6.66189186;520.123;44673.500;2540682.784;1181336.255;470.355
$Tacheo;1061.1042;2033.8053;3021.3964;1.065469;1.273480;73.0413;44673.545
$Tacheo;1061.2292;2034.0652;3021.3932;1.063087;1.274463;73.2655;44673.638
$Tacheo;1061.4066;2034.4723;3021.3861;1.059260;1.275958;73.6015;44673.745
$Tacheo;1061.5189;2034.7560;3021.3809;1.056537;1.276959;73.8269;44673.851
$Tacheo;1061.6812;2035.1931;3021.3751;1.052302;1.278428;74.1670;44673.960
$GNSS;46.78056256;6.66190104;520.065;44674.000;2540683.502;1181337.924;470.297
$Tacheo;1061.8306;2035.6550;3021.3669;1.047719;1.279924;74.5089;44674.048
$Tacheo;1061.9184;2035.9702;3021.3610;1.044518;1.280896;74.7313;44674.157
$Tacheo;1062.0422;2036.4629;3021.3532;1.039461;1.282350;75.0698;44674.261
$Tacheo;1062.1156;2036.8010;3021.3450;1.035940;1.283342;75.2929;44674.354
$Tacheo;1062.1835;2037.1526;3021.3331;1.032241;1.284387;75.5179;44674.461
$GNSS;46.78058043;6.66190700;520.038;44674.500;2540683.977;1181339.906;470.270
$Tacheo;1062.2642;2037.6903;3021.3156;1.026468;1.285899;75.8453;44674.553
$Tacheo;1062.3099;2038.0659;3021.3079;1.022392;1.286861;76.0679;44674.665
$Tacheo;1062.3419;2038.4522;3021.2960;1.018118;1.287853;76.2848;44674.771
$Tacheo;1062.3739;2039.0406;3021.2733;1.011541;1.289369;76.6029;44674.878
$Tacheo;1062.3808;2039.4451;3021.2536;1.006945;1.290415;76.8100;44674.983
$GNSS;46.78060126;6.66190847;519.954;44675.000;2540684.112;1181342.220;470.186
$Tacheo;1062.3782;2039.8568;3021.2299;1.002226;1.291497;77.0136;44675.050
$Tacheo;1062.3494;2040.4901;3021.1867;0.994839;1.293171;77.3082;44675.157
$Tacheo;1062.3210;2040.9144;3021.1573;0.989858;1.294272;77.5004;44675.262
$Tacheo;1062.2508;2041.5705;3021.1106;0.982016;1.295915;77.7800;44675.369
$Tacheo;1062.1903;2042.0142;3021.0823;0.976652;1.296952;77.9621;44675.477
$GNSS;46.78062470;6.66190479;519.782;44675.500;2540683.857;1181344.829;470.014
$Tacheo;1062.0658;2042.7130;3021.0400;0.968041;1.298478;78.2308;44675.548
$Tacheo;1061.7049;2043.2329;3021.0400;0.959641;1.298478;78.2308;44675.656
$Tacheo;1061.7989;2043.8915;3020.9836;0.953237;1.300729;78.6555;44675.761
$Tacheo;1061.5118;2044.4407;3020.9743;0.945146;1.301136;78.7364;44675.869
$Tacheo;1061.4494;2045.0819;3020.9350;0.937846;1.302717;79.0412;44675.974
$GNSS;46.78065005;6.66189506;519.591;44676.000;2540683.142;1181347.654;469.823
$Tacheo;1061.2708;2045.3244;3020.9350;0.933895;1.302717;79.0412;44676.046
$Tacheo;1061.1935;2045.8116;3020.9058;0.928169;1.303838;79.2542;44676.140
$Tacheo;1061.0101;2046.2919;3020.8910;0.921714;1.304492;79.3879;44676.246
$Tacheo;1060.8061;2046.7868;3020.8766;0.914968;1.305124;79.5176;44676.352
$Tacheo;1060.3890;2047.7303;3020.8503;0.901948;1.306270;79.7533;44676.462
$GNSS;46.78067622;6.66187862;519.425;44676.500;2540681.915;1181350.576;469.657
$Tacheo;1059.9187;2048.4149;3020.8450;0.891190;1.306531;79.8098;44676.545
$Tacheo;1059.9322;2048.6596;3020.8273;0.888835;1.307281;79.9640;44676.637
$Tacheo;1059.7018;2049.0946;3020.8147;0.882587;1.307748;80.0542;44676.743
$Tacheo;1059.4638;2049.5206;3020.8006;0.876382;1.308205;80.1358;44676.849
$Tacheo;1058.9741;2050.3314;3020.7742;0.864303;1.309002;80.2721;44676.958
$GNSS;46.78070029;6.66185884;519.443;44677.000;2540680.431;1181353.266;469.675
$Tacheo;1058.5556;2050.9093;3020.7625;0.855136;1.309336;80.3271;44677.049
$Tacheo;1058.3470;2051.2555;3020.7506;0.850010;1.309707;80.3924;44677.144
$Tacheo;1058.0997;2051.5872;3020.7467;0.844702;1.309863;80.4245;44677.251
$Tacheo;1057.6788;2052.0780;3020.7458;0.836383;1.309918;80.4376;44677.361
$Tacheo;1057.4874;2052.3333;3020.7480;0.832295;1.309987;80.4668;44677.467
$GNSS;46.78071792;6.66183842;519.383;44677.500;2540678.891;1181355.242;469.615
$Tacheo;1057.2532;2052.5924;3020.7529;0.827803;1.309935;80.4700;44677.543
$Tacheo;1057.1375;2052.7156;3020.7539;0.825629;1.309917;80.4687;44677.638
$Tacheo;1056.7957;2053.0614;3020.7548;0.819377;1.309858;80.4542;44677.745
$Tacheo;1056.4697;2053.3612;3020.7541;0.813693;1.309763;80.4228;44677.852
$Tacheo;1056.1514;2053.6238;3020.7498;0.808419;1.309654;80.3735;44677.957
$GNSS;46.78072832;6.66182071;519.397;44678.000;2540677.550;1181356.411;469.629
$Tacheo;1055.9493;2053.7749;3020.7413;0.805213;1.309623;80.3313;44678.055
$Tacheo;1055.7515;2053.9089;3020.7295;0.802200;1.309606;80.2805;44678.163
$Tacheo;1055.4688;2054.0738;3020.7159;0.798132;1.309487;80.1920;44678.269
$Tacheo;1055.2913;2054.1567;3020.7134;0.795765;1.309294;80.1247;44678.376
$Tacheo;1055.1233;2054.2236;3020.7145;0.793626;1.309045;80.0544;44678.482
$GNSS;46.78073296;6.66180640;519.432;44678.500;2540676.463;1181356.938;469.664
$Tacheo;1054.8843;2054.2930;3020.7139;0.790814;1.308660;79.9370;44678.544
$Tacheo;1054.7330;2054.3187;3020.7151;0.789197;1.308355;79.8510;44678.649
$Tacheo;1054.5146;2054.3289;3020.7180;0.787104;1.307839;79.7091;44678.745
$Tacheo;1054.3737;2054.3180;3020.7211;0.785911;1.307451;79.6062;44678.849
$Tacheo;1054.2343;2054.2939;3020.7248;0.784849;1.307027;79.4955;44678.946
$GNSS;46.78073156;6.66179663;519.390;44679.000;2540675.715;1181356.790;469.622
$Tacheo;1054.1606;2054.2765;3020.7270;0.784329;1.306789;79.4339;44679.046
